Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Main Tera Dhadkan Teri,"Hard Kaur, K.K., Sunidhi Chauhan",BollywoodDance,Ajab Prem Ki Ghazab Kahani,0.95
Le Gayi,Asha Bhosle,BollywoodDance,Dil Toh Pagal Hai,0.93
Le Gayi,Asha Bhosle,BollywoodDance,Dil To Pagal Hai,0.93
Aankhein Khuli,"Ishaan, Lata Mangeshkar, Manohar Shetty, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",BollywoodDance,Mohabbatein,0.9199999999999999
Rang Barse,Amitabh Bachchan,BollywoodDance,Silsila,0.82
Gawah Hai Chand Tare,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Damini,0.85
Aisa Kyun Maa,Sunidhi Chauhan,BollywoodSad,Neerja,0.97
Tu Hi Re,Hariharan,BollywoodRomantic,Unknown,0.9400000000000001
Mera Mann Kehne Laga,Falak Shabir,BollywoodDance,Nautanki Saala,0.96
Shut Up & Bounce,"Sunidhi Chauhan, Vishal Dadlani",BollywoodRomantic,Dostana,0.9199999999999999
One Two Three Four,"Hamsika Iyer, Vishal Dadlani",BollywoodDance,Chennai Express,0.93
Haseeno Ko Aate Hain,"Alka Yagnik, Udit Narayan",BollywoodDance,Lahoo Ke Do Rang,0.8300000000000001
Kasam Khake Kaho,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Hai Tumhaara,0.86
Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Dil Ka Rishta,0.9
Sajdaa,"Rahat Fateh Ali Khan, Richa Sharma, Shankar Mahadevan",BollywoodRomantic,My Name is Khan,0.96
Mujhe Tumse Mohabbat Hai,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Tumsa Nahin Dekha,0.8699999999999999
Tujhe Dekha To,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dilwale Dulhania Le Jayenge,0.9099999999999999
Watan Wallon Watan Na,"Alka Yagnik, Shaan",BollywoodPatriotic,Indian,0.9099999999999999
Zara Si Dosti,Arijit Singh,Bollywood,Happy Bhaag Jayegi,0.96
Pani Da Rang,Ayushman Khurana,BollywoodRomance,Vicky Donor,0.95
De De Jagah,Yasser Desai,Bollywood,Parmanu The Story of Pokhran,0.9400000000000001
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,BollywoodRomantic,Arth,0.9199999999999999
Ham The Jinke Sahare,Lata Mangeshkar,BollywoodSad,Safar,0.8800000000000001
Titli,"Chinmayi Sripaada, Gopi Sunder",BollywoodRomantic,Chennai Express,0.95
Laung Da Lashkara,"Hard Kaur, Mahalakshmi Iyer",BollywoodDance,Patiala House,0.9400000000000001
Maa Ka Phone,Priya Panchal,BollywoodDance,Khoobsurat,0.9
Zindagi Ka Safar,Kishore Kumar,BollywoodSad,Safar,0.9099999999999999
O Saathiya,"Arko, Armaan Malik, Prakriti Kakkar",BollywoodRomantic,Sweetiee Weds NRI,0.9400000000000001
Kasam Ki Kasam,"K. S. Chithra, Shaan",BollywoodRomanticSad,Main Prem Ki Diwani Hoon,0.9199999999999999
Gun Gun Guna,"Sunidhi Chauhan, Udit Narayan",BollywoodDance,Agneepath,0.9400000000000001
Jeeta Hoon Jiske Liye,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dilwale,0.78
Aye Khuda (Duet),"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Rocky Handsome,0.95
Dreamum Wakeupum,Soumya Rai,BollywoodDance,Aiyyaa,0.9099999999999999
Balma Tum Balma Ho Mere Khali,Kavita Krishnamurthy,BollywoodDance,Nagina,0.74
Ishq Bina,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan",BollywoodRomantic,Taal,0.9199999999999999
Ab Tere Bin,Kumar Sanu,BollywoodSad,Aashiqui,0.9
Ankhiyaan,Kanika Kapoor,BollywoodSad,Do Lafzon Ki Kahani,0.93
Teri Yaad,Ghulam Ali,BollywoodSad,Bewafaa,0.86
Jalwa,"Earl, Wajid",BollywoodDance,Wanted,0.89
Judaai,Falak Shabir,BollywoodSad,I Love New Year,0.95
Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",BollywoodSad,Bajirao Mastani,0.95
Dil Dooba,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,Khakee,0.96
Pyaar Deewana Hota Hai,Kishore Kumar,BollywoodRomantic,Kati Patang,0.9099999999999999
Nazrein Mili Dil Dhadka,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,0.9099999999999999
Po Po,"Aaman Trikha, Himesh Reshammiya, Vikas Bhalla",BollywoodDance,Son of Sardaar,0.77
Son Of Sardaar,"Aaman Trikha, Himesh Reshammiya",BollywoodDance,Son of Sardaar,0.77
Roobaroo,"A.R. Rahman, Naresh Iyer",BollywoodDance,Rang De Basanti,0.97
Khush Rahe Tu Sada,Mohammed Rafi,BollywoodSad,Khilona,0.8300000000000001
Chaar Kadam,"Shaan, Shreya Ghoshal",BollywoodRomantic,PK,0.9099999999999999
Are Re Are,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,0.9199999999999999
Shiddat,Armaan Malik,BollywoodSad,Sweetiee Weds NRI,0.9400000000000001
Dil Kehta Hai,"Alka Yagnik, Kumar Sanu",BollywoodSad,Akele Hum Akele Tum,0.93
Dilnashin Dilnashin,K.K.,BollywoodDance,Aashiq Banaya Aapne,0.9
Sawaar Loon,Monali Thakur,BollywoodDance,Lootera,0.9199999999999999
Zehnaseeb,"Chinmayi Sripaada, Shekhar Ravjiani",BollywoodDance,Hasee Toh Phasee,0.96
"Joote Do, Paise Lo","Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Apke Hain Koun,0.77
Dekha Ek Khwab,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Silsila,0.86
Maa,Shankar Mahadevan,BollywoodSad,Taare Zameen Par,0.96
Jogi Mahi,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,0.9400000000000001
Mat Ja Re,Ankit Tiwari,BollywoodDance,Tanu Weds Manu,0.93
Ooh La La,"Bappi Lahiri, Shreya Ghoshal",BollywoodDance,The Dirty Picture,0.8800000000000001
Bhangda Pa,"Asees Kaur, Divya Kumar, Vishal Dadlani",BollywoodDance,A Flying Jatt,0.9
Jhoka Hawa Ka Aaj Bhi,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Hum Dil De Chuke Sanam,0.9099999999999999
Dhol Baaje,"Anjjan, Meet Bros, Monali Thakur",BollywoodDance,Ek Paheli Leela,0.9
Aaj Hai Sagaai,"Abhijeet, Alka Yagnik",BollywoodDance,Pyaar To Hona Hi Tha,0.82
Galat Baat Hai,"Javed Ali, Neeti Mohan",BollywoodDanceRomantic,Main Tera Hero,0.8800000000000001
Yeh Ladka Hai Deewana,"Alka Yagnik, Udit Narayan",BollywoodDance,Kuch Kuch Hota Hai,0.95
Des Rangila,Mahalaxmi Iyer,BollywoodDancePatriotic,Fanaa,0.8800000000000001
Roshni Se,"Abhijeet, Alka Yagnik",BollywoodRomantic,Asoka,0.9400000000000001
I Love You,"Ash King, Clinton Cerejo",BollywoodRomantic,Bodyguard,0.9400000000000001
Ishq Wala Love,"Neeti Mohan, Salim Merchant",Bollywood,Student of the Year,0.93
O Janiya,Neha Kakkar,BollywoodDance,Force 2,0.9199999999999999
Musafir,K.K.,Bollywood,Shab,0.9199999999999999
Mehndi Laga Ke Rakhna,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dilwale Dulhania Le Jayenge,0.9199999999999999
Gori Gori,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan",BollywoodDance,Main Hoon Na,0.9400000000000001
Gori Gori Gori Gori,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan",BollywoodRomantic,Main Hoon Na,0.9400000000000001
Bakhuda Tumhi Ho,"Alka Yagnik, Atif Aslam",BollywoodRomantic,Kismat Konnection,0.96
Ishq Hai Ishq Hai,Jayshree Shivram,BollywoodSad,Ishq,0.86
Mere Nishaan,"Anjjan, Kailash Kher, Meet Bros",Bollywood,Oh My God,0.96
Prem Mein Tohre,Asha Bhosle,BollywoodRomantic,Begum Jaan,0.9199999999999999
Halo Re,Aaman Trikha,BollywoodDance,Prem Ratan Dhan Payo,0.85
Jogiya,"Anuradha Paudwal, Sukhwinder Singh",BollywoodSad,Deewane,0.8400000000000001
Aila Re Aila,Daler Mehndi,BollywoodDance,Khatta Meetha,0.93
Hum Saath-Saath Hain,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,0.75
Enu Naam Che Raees,Tarannum Mallik,BollywoodDance,Raees,0.9400000000000001
Woh Pehli Baar,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,0.95
Piya Aaye Na,"K.K., Tulsi Kumar",BollywoodSad,Aashiqui 2,0.93
Aaj Hai Sagai,"Abhijeet, Alka Yagnik",BollywoodDance,Pyar Toh Hona Hi Tha,0.82
Rajj Rajj Ke,"Sonakshi Sinha, Vishal Dadlani",BollywoodMotivational,Akira,0.89
Daawat e Ishq,"Javed Ali, Sunidhi Chauhan",BollywoodDance,Daawat e Ishq,0.9400000000000001
Tera Mera Pyar Amar,Lata Mangeshkar,BollywoodRomantic,Asli Naqli,0.9
Chookar Mere Man Ko,Kishore Kumar,BollywoodRomantic,Yaarana,0.93
Love Is A Waste Of Time,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,PK,0.8800000000000001
Zindagi To Bewafa Hai,Mohammed Rafi,BollywoodSad,Muqaddar Ka Sikandar,0.8300000000000001
Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,BollywoodRomantic,Safar,0.86
Bebo,Alisha Chinai,BollywoodDance,Kambakkht Ishq,0.9
Tum Bin,K. S. Chithra,BollywoodRomantic,Tum Bin,0.9
Chot Lage Tujhko – Sad,"Alka Yagnik, Udit Narayan",BollywoodSad,Raja,0.8400000000000001
Tujhe Sochta Hoon,K.K.,BollywoodRomanticSensual,Jannat 2,0.96
Apni To Jaise Taise,Kishore Kumar,BollywoodDance,Laawaris,0.8400000000000001
Mast Kalandar,"Master Saleem, Rehan Khan, Sajid Khan",BollywoodDance,Heyy Baby,0.95
Dhoom 3 Mashup,Unknown,BollywoodDance,Dhoom 3,0.8099999999999999
It’s Magic,Taz,BollywoodDance,Koi Mil Gaya,0.8800000000000001
Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,0.9400000000000001
Jigar Da Tukda,"Salim Merchant, Shraddha Pandit",BollywoodDance,Ladies Vs Ricky Bahl,0.93
It’s the Time to Disco,"K.K., Loy Mendonsa, Shaan, Vasundhara Das",BollywoodDance,Kal Ho Naa Ho,0.9400000000000001
Maar Daala,Kavita Krishnamurthy,BollywoodDance,Devdas,0.9199999999999999
Tumhe Apna Banane Ka,"Armaan Malik, Neeti Mohan",BollywoodRomantic,Hate Story 3,0.89
Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dilwale Dulhania Le Jayenge,0.9199999999999999
Suno Aisha,"Amit Trivedi, Ash King, Nakash Aziz",BollywoodDance,Aisha,0.9400000000000001
Jee Ve Sohaneya,Nooran Sisters,BollywoodSad,Jab Harry Met Sejal,0.96
Hai Junoon,K.K.,BollywoodDance,New York,0.93
Kuch To Hai,Armaan Malik,BollywoodSad,Do Lafzon Ki Kahani,0.96
Ban Dance Mein Kutta,"Divya Kumar, Shivi, Uvie",BollywoodDance,3 Dev,0.82
Bakheda,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Toilet Ek Prem Katha,0.9099999999999999
Bhooli Bisri Ek Kahani,Anuradha Paudwal,BollywoodSad,Nagina,0.82
Milan Abhi Aadha Adhura,"Shreya Ghoshal, Udit Narayan",BollywoodRomantic,Vivah,0.85
Ishqyaun Dhishyaun,Aditya Narayan,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,0.93
Saat Ajube Iss Duniya Mein,"Mohammed Rafi, Mukesh",Bollywood,Dharam Veer,0.85
Maahi Ve,"Richa Sharma, Sukhwinder Singh",BollywoodDanceSad,Kaante,0.9199999999999999
Rangdaari,"Arko, Navraj Hans",BollywoodSad,Daas Dev,0.9400000000000001
Ye Tune Kya Kiya,Javed Bashir,BollywoodRomantic,Once Upon A Time In Mumbaai Dobara,0.95
Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",BollywoodDanceMotivationalPatriotic,Chak De India,0.93
Saanwali Si Ek Ladki,Udit Narayan,BollywoodRomantic,Mujhse Dosti Karoge!,0.9199999999999999
Dil Se Nikal Kar Dil Ko Gayee Hain,"Anuradha Paudwal, Suresh Wadkar",BollywoodDance,Nigahen,0.76
Dhak Dhak Karne Laga,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Beta,0.8699999999999999
Kabhi Jo Badal Barse,Arijit Singh,BollywoodRomantic,Jackpot,0.9099999999999999
Bhar Do Jholi Meri,Adnan Sami,BollywoodDevotional,Bajrangi Bhaijaan,0.9199999999999999
Give Me Some Sunshine,"Sharman Joshi, Suraj Jagan",BollywoodSad,3 Idiots,0.96
Dil Leke,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Wanted,0.9199999999999999
Yeh Mera Diwanapan Hai,Mukesh,BollywoodSad,Yahudi,0.9199999999999999
O Jaana,"Alka Yagnik, K.K., Kamaal khan, Udit Narayan",BollywoodDanceRomantic,Tere Naam,0.89
Love Mashup 2016 (Kiran Kamath),Multiple,BollywoodRomantic,Single,0.96
Bhoot Aaya,Mika Singh,Bollywood,Nanu Ki Jaanu,0.77
Abhagi Piya Ki,"Ahmed Hussain, Kanika Kapoor, Mohammed. Hussain, Raja Hasan",BollywoodSad,Tera Intezaar,0.93
Rang Laal,"Aditi Singh Sharma, Dev Negi, John Abraham",BollywoodDance,Force 2,0.9400000000000001
Bas Tu Hai,"Arijit Singh, Jonita Gandhi",BollywoodRomanticSad,3 Storeys,0.9199999999999999
Tanhaiyaan,Amit Mishra,BollywoodSad,Aksar 2,0.86
Jaane Kyun,Vishal Dadlani,BollywoodDance,Dostana,0.95
Dagabaaz Re,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Dabangg 2,0.8800000000000001
Jane Kyun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Dil Chahta Hai,0.95
Khuli Falak Mein,Mohammed Rafi,BollywoodRomantic,Professor,0.8300000000000001
Sajna Mein Teri Tu Mera,"Anuradha Paudwal, Vipin Sachdeva",BollywoodRomantic,Beta,0.8800000000000001
Zindagi Do Pal Ki,K.K.,BollywoodRomantic,Kites,0.9400000000000001
Tauba Yeh Matwali Chaal,Mukesh,BollywoodDance,Pathar Ke Sanam,0.79
Main Hoon Hero Tera,Armaan Malik,BollywoodRomantic,Hero,0.96
Daata Tu,Shreya Ghoshal,BollywoodMotivational,Tiger Zinda Hai,0.9199999999999999
Ye Dosti Hum Nahi Todenge,"Kishore Kumar, Manna Dey",Bollywood,Sholay,0.9199999999999999
Saathiya Nahi Jaana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomanticSad,Aya Sawan Jhoom Ke,0.8300000000000001
Ishq Hua,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Aaja Nachle,0.9400000000000001
Bloody Hell,Sunidhi Chauhan,BollywoodDance,Rangoon,0.9199999999999999
Dil Se Re,"A.R. Rahman, Anupama Deshpande, Anuradha Sriram",BollywoodRomantic,Dil Se,0.95
Phatte Tak Nachna,Sunidhi Chauhan,BollywoodDance,Dolly Ki Doli,0.93
Meer-E-Kaarwan,"Amit Mishra, Neeti Mohan",BollywoodSad,Lucknow Central,0.9400000000000001
Ratta Maar,"Shefali Alvares, Vishal Dadlani",Bollywood,Student of the Year,0.95
Raat Ka Nasha,K. S. Chithra,BollywoodDance,Ashoka,0.9400000000000001
Maa Da Laadla,Master Saleem,BollywoodDance,Dostana,0.9400000000000001
O Re Piya,Rahat Fateh Ali Khan,BollywoodSad,Aaja Nachle,0.93
Jhanjariya Meri Chanak,Alka Yagnik,BollywoodDance,Krishna,0.89
Pareshaan,Shalmali Kholgade,BollywoodRomantic,Ishaqzaade,0.9400000000000001
Paisa Paisa,"Manak-E, RDB, Selina",BollywoodDance,De Dana Dan,0.9099999999999999
Mere Haath Mein,"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Fanaa,0.9400000000000001
Do Lafzon Ki Hai Dil Ki Kahani,"Amitabh Bachchan, Asha Bhosle, Sharad Kumar",BollywoodDance,The Great Gambler,0.9099999999999999
Ishq Sufiyana (Male),Kamal Khan,BollywoodRomantic,The Dirty Picture,0.93
Hum Hain Insaaf,"Babu Haabi, Naezy",Bollywood,Bhavesh Joshi Superhero,0.86
Meri Maa,K.K.,BollywoodSad,Yaariyan,0.96
Zindagi Tujhse Kya Karen Shikvey,Amit Mishra,BollywoodSad,Zindagi Yeh Zindagi,0.9400000000000001
Dance Pe Chance,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,0.9099999999999999
Tu Hi Hai,Armaan Malik,BollywoodRomantic,Jagga Jasoos,0.9400000000000001
Gehra Ishq,Shekhar Ravjiani,BollywoodRomantic,Neerja,0.97
Love Me Love Me,"Amrita Kak, Wajid",BollywoodDance,Wanted,0.9099999999999999
Saajna,Falak Shabir,BollywoodRomantic,I Me Aur Main,0.96
Tere Ho Ke Rahenge,Arijit Singh,BollywoodRomantic,Raja Natwarlal,0.95
Sai Baba Bolo (Album Version),"Anup Jalota, Anuradha Paudwal, Jani Baboo, Mohammed Rafi",BollywoodDevotional,Shirdi Ke Sai Baba,0.8699999999999999
Khudaya Ve Ishq Hai Kaisa,Salim Merchant,BollywoodSad,Luck,0.95
Pardesi Pardesi,"Bela, Suresh Wadkar",BollywoodSad,Raja Hindustani,0.86
Gulabi,"Jigar Saraiya, Priya Saraiya",BollywoodDance,Shuddh Desi Romance,0.95
Dus Bahane,"K.K., Shaan",BollywoodDance,Dus,0.95
Main Agar Kahoon,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Om Shanti Om,0.96
Main Aisa Kyun Hoon,Shaan,BollywoodDance,Lakshya,0.97
Main Aisa Kyon Hoon,Shaan,BollywoodDance,Lakshay,0.97
Mein Chali Mein Chali,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Professor,0.86
Sharabi,"Nindy Kaur, Shekhar Ravjiani, Vishal Dadlani",BollywoodDance,Happy New Year,0.93
Labon Ka Karobaar,Papon,BollywoodRomantic,Befikre,0.7
Main Kya Karoon,Nikhil Paul George,BollywoodDance,Barfi,0.96
Sawan Ka Mahina,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Milan,0.8800000000000001
Taang Uthake,"Mamta Sharma, Mika Singh, Neeti Mohan, Sohail Sen",BollywoodDance,Housefull 3,0.9
Hamari Shaadi Mein,"Babul Supriyo, Shreya Ghoshal",BollywoodDance,Vivah,0.79
Ishq Risk,Rahat Fateh Ali Khan,BollywoodRomantic,Mere Brother Ki Dulhan,0.9400000000000001
Dil Vich Lagya,"Akriti Kakar, Kunal Ganjawala, Sonu Nigam",BollywoodDance,Chup Chup Ke,0.89
Khalbali,"A.R. Rahman, Mohammed Aslam, Nacim",BollywoodDance,Rang De Basanti,0.96
Safarnama,Lucky Ali,BollywoodDance,Tamasha,0.95
My Dil Goes Mmmm,"Gayatri Iyer, Shaan",BollywoodRomantic,Salaam Namaste,0.9400000000000001
Tu Hi Meri Shab Hai,K.K.,BollywoodRomantic,Gangster,0.9400000000000001
Koi Ladki Hai,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,0.89
Bheege Hont Tere,Kunal Ganjawala,BollywoodRomanticSensual,Murder,0.8099999999999999
Mere Samne Wali Khidki Mein,Kishore Kumar,BollywoodDanceRomantic,Padosan,0.95
Is Mod Se Jaate Hain,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aandhi,0.9
Chamak Challo Chel Chabeli,"Kumar Sanu, Shreya Ghoshal",Bollywood,Rowdy Rathore,0.8800000000000001
Chandni O Meri Chandni,YRF,BollywoodDance,Chandni,0.89
Mere Khwabon Mein,Lata Mangeshkar,BollywoodRomantic,Dilwale Dulhania Le Jayenge,0.9199999999999999
Rock N Roll Soniye,"Mahalakshmi Iyer, Shaan, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,0.9400000000000001
Keeda,"Himesh Reshammiya, Neeti Mohan",BollywoodDance,Action Jackson,0.8699999999999999
Abhi Kuch Dino Se,Mohit Chauhan,BollywoodDance,Dil Toh Bachha Hai,0.96
Dheere Dheere (Remix),Yo Yo Honey Singh,BollywoodDance,Dheere Dheere,0.89
Dil Ne Ye Kaha Hai Dil Se,"Alka Yagnik, Sonu Nigam",BollywoodRomanticSad,Dhadkan,0.9
Mohabbat Hai Kya Cheez,"Lata Mangeshkar, Suresh Wadkar",BollywoodRomantic,Prem Rog,0.76
Soldier Soldier Meethi Baaten,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,0.9
Tum Bin,Shreya Ghoshal,BollywoodSad,Sanam Re,0.95
Tum Ho Mera Pyar,"K.K., Suzanne D'Mello",BollywoodRomantic,Haunted,0.9400000000000001
Dard Dilo Ke  (Reprise),Mohammed Irfan,BollywoodDance,The Xpose,0.8699999999999999
Shirdi Wale Sai Baba,Mohammed Rafi,BollywoodDevotional,Amar Akbar Anthony,0.8800000000000001
Na Jane Kahan Se,"Amit Kumar, Kavita Krishnamurthy",BollywoodDance,Chaalbaaz,0.89
Bol Beliya,"Siddharth Mahadevan, Sunidhi Chauhan",BollywoodDance,Kill Dil,0.9099999999999999
Jee Karda,"Labh Janjua, Suzanne D'Mello",BollywoodDance,Singh Is Kinng,0.93
Tum Bin,Ankit Tiwari,BollywoodSad,Tum Bin 2,0.9400000000000001
Aadat,"Jubin Nautiyal, Raftaar, Shirley Setia",BollywoodRomantic,Passengers,0.95
Tere Liye,Ankit Tiwari,BollywoodRomantic,Sanam Re,0.95
Mera Rang De Basanti,"Manmohan Waris, Sonu Nigam",BollywoodPatriotic,The Legend Of Bhagat Singh,0.95
Hum Tumhare Hain Sanam,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Hum Tumhare Hain Sanam,0.8699999999999999
Nain Phisal Gaye,Payal Dev,BollywoodRomantic,Welcome To New York,0.9400000000000001
Boond Boond,Ankit Tiwari,BollywoodSad,Roy,0.9400000000000001
Bipasha,"Shadab Faridi, Shraddha Pandit",BollywoodDance,Jodi Breakers,0.9199999999999999
Dhoom Tana,"Abhijeet, Shreya Ghoshal",BollywoodDance,Om Shanti Om,0.9400000000000001
Tu Hi Mera,Shafqat Amanat Ali,BollywoodRomantic,Jannat 2,0.95
A B C D E F G H,"Hariharan, Shankar Mahadevan, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,0.79
Moh Moh Ke Dhaage,"Monali Thakur, Papon",BollywoodSad,Dum Laga Ke Haisha,0.9400000000000001
ABCD Yaariyan,"Benny Dayal, Shefali Alvares",BollywoodDance,Yaariyan,0.93
Hona Tha Pyar,"Atif Aslam, Hadiqa Kiani",BollywoodRomantic,Bol,0.96
ABCD,"Benny Dayal, Shefali Alvares, Yo Yo Honey Singh",BollywoodDance,Yaariyan,0.93
Kaise Mujhe,Benny Dayal,BollywoodRomantic,Ghajini,0.96
Whats Up,"Jasleen Royal, Mika Singh",BollywoodDance,Phillauri,0.89
Dhaakad,Raftaar,Bollywood,Dangal,0.8800000000000001
Masakali,Mohit Chauhan,BollywoodDance,Delhi-6,0.95
Tumhe Jo maine Dekha,Abhijeet,BollywoodDance,Main Hoon Na,0.95
Gal Ban Gayi (Remix),"Meet Bros, Neha Kakkar, Sukhbir, Yo Yo Honey Singh",BollywoodDance,Gal Ban Gayi,0.89
Koyal Si Teri Boli,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Beta,0.8099999999999999
Tu Hi Na Jaane,"Prakriti Kakkar, Sonu Nigam",Bollywood,Azhar,0.95
Hum Lakh Chupaye,"Asha Bhosle, Kumar Sanu",BollywoodRomantic,Jaan Tere Naam,0.86
Ek Villain,Multiple,BollywoodDance,Ek Villain,0.95
Tujhe Dekhti Hai Nazar,Mohd. Irfan,BollywoodRomantic,Nanu Ki Jaanu,0.95
Beedi,"Clinton Cerejo, Nachiketa, Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Omkara,0.93
Chori Chori Dil Le Gaya,"Hema Sardesai, Sukhwinder Singh",BollywoodDance,Garam Masala,0.9099999999999999
Raasleela,Sumedha Karmahe,BollywoodDance,3 Storeys,0.93
Dum Maaro Dum,Anushka Manchanda,BollywoodDance,Dum Maaro Dum,0.9199999999999999
Kudiyan Sehar Diyan,"Alka Yagnik, Daler Mehndi",BollywoodDance,Arjun Pandit,0.86
Dhunki,Neha Bhasin,BollywoodDance,Mere Brother Ki Dulhan,0.9400000000000001
Tera Deedar Hua,Rahat Fateh Ali Khan,BollywoodRomantic,Jannat 2,0.95
Salaam India,"Salim Merchant, Vishal Dadlani",BollywoodMotivationalPatriotic,Mary Kom,0.96
Hum Ko Maaloom Hain,"Sadhana Sargam, Sonu Nigam",BollywoodRomantic,Jaan-E-Mann,0.95
Bodyguard,"Band of Power, Salman Khan",BollywoodDance,Bodyguard,0.9099999999999999
Pyaara Bhaiya Mera,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,0.86
Chahoon Bhi,"Bombay Jayashri, Karthik",BollywoodRomantic,Force,0.95
Babul Pyare,Lata Mangeshkar,BollywoodDance,Johny Mera Naam,0.75
Bade Miyan Chote Miyan,"Sudesh Bhosle, Udit Narayan",BollywoodDance,Bade Miyan Chote Miyan,0.89
Albela Sajan,"Kanika Joshi, Kunal Pandit, Prithvi Gandharva, Rashi Raagga, Shashi Suman",BollywoodDance,Bajirao Mastani,0.95
Nahin Saamne Tu,"Hariharan, Sukhwinder Singh",BollywoodRomantic,Taal,0.95
Goron Ki Na Kalon Ki,"Suresh Wadkar, Usha Mangeshkar",BollywoodDance,Disco Dancer,0.9
Gum Hai Kisi Ke Pyar Mein,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Raampur Ka Lakshman,0.9199999999999999
Tu Mere Agal Bagal Hai,Mika,BollywoodDance,Phata Poster Nikhla Hero,0.9
Aashiyan,"Nikhil Paul George, Shreya Ghoshal",BollywoodDance,Barfi,0.96
Pyar Ka Anjaam,"Alka Yagnik, Kumar Sanu, Sapna Mukherjee",BollywoodRomantic,Bewafaa,0.8699999999999999
Ay Hairathe,"A.R. Rahman, Alka Yagnik, Hariharan, Mohammed Aslam",BollywoodRomantic,Guru,0.95
Phir Kya Hai Gham,Shilpa Rao,Bollywood,Hichki,0.85
Hip Hop Pammi,"Mika Singh, Monali Thakur",BollywoodDance,Ramaiya Vastavaiya,0.9400000000000001
Jab Se Mere Naina,Shaan,BollywoodDanceRomantic,Saawariya,0.96
Race Saanson Ki,"Neeraj, Sunidhi Chauhan",BollywoodDance,Race,0.93
Tu Chale Toh,Papon,BollywoodRomantic,Qarib Qarib Singlle,0.89
Chori Chori Chupke Chupke,"Shreya Ghosal, Udit Narayan",BollywoodDanceRomantic,Krrish,0.9
Pairon Mein Bandhan Hai,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",BollywoodDance,Mohabbatein,0.9199999999999999
